"Column1","Gene_name","P_values","Adjusted_value","is_significant_p_value","Fold_Change","is_significant_Fold_Change","diffexpressed"
4054,"C18orf56",1.513193e-09,1.22340559580028e-08,TRUE,2.931807,1,"UP"
4134,"TFEC",1.513193e-09,1.22340559580028e-08,TRUE,-1.63553,-1,"DOWN"
4336,"CYS1",1.513193e-09,1.22340559580028e-08,TRUE,-2.001312,-1,"DOWN"
4749,"KIAA1549L",1.513193e-09,1.22340559580028e-08,TRUE,4.395265,1,"UP"
5194,"RAB20",1.513193e-09,1.22340559580028e-08,TRUE,-1.337196,-1,"DOWN"
5503,"VSNL1",1.513193e-09,1.22340559580028e-08,TRUE,3.300132,1,"UP"
5954,"PRDM16",1.513193e-09,1.22340559580028e-08,TRUE,-2.466133,-1,"DOWN"
6317,"PTGIS",1.513193e-09,1.22340559580028e-08,TRUE,-2.165969,-1,"DOWN"
7146,"DAB2",1.513193e-09,1.22340559580028e-08,TRUE,-1.361593,-1,"DOWN"
7372,"TYROBP",1.513193e-09,1.22340559580028e-08,TRUE,-2.012383,-1,"DOWN"
7577,"PHGDH",1.513193e-09,1.22340559580028e-08,TRUE,2.203423,1,"UP"
7653,"IMMT",1.513193e-09,1.22340559580028e-08,TRUE,0.582569,-1,"NO"
8185,"AVEN",1.513193e-09,1.22340559580028e-08,TRUE,0.8933418,-1,"UP"
8315,"ITGB4",1.513193e-09,1.22340559580028e-08,TRUE,2.888664,1,"UP"
8341,"FGF2",1.513193e-09,1.22340559580028e-08,TRUE,-1.728595,-1,"DOWN"
8669,"ZBTB22",1.513193e-09,1.22340559580028e-08,TRUE,-0.7004081,-1,"DOWN"
9015,"DHX34",1.513193e-09,1.22340559580028e-08,TRUE,0.9707123,-1,"UP"
9182,"CAMK1",1.513193e-09,1.22340559580028e-08,TRUE,-1.082059,-1,"DOWN"
9388,"DPP6",1.513193e-09,1.22340559580028e-08,TRUE,-3.302264,-1,"DOWN"
9572,"EDARADD",1.513193e-09,1.22340559580028e-08,TRUE,3.407535,1,"UP"
9619,"SNX14",1.513193e-09,1.22340559580028e-08,TRUE,-0.7925434,-1,"DOWN"
9747,"MUC1",1.513193e-09,1.22340559580028e-08,TRUE,-2.212732,-1,"DOWN"
10013,"CYFIP2",1.513193e-09,1.22340559580028e-08,TRUE,-1.344181,-1,"DOWN"
10045,"PPP3CC",1.513193e-09,1.22340559580028e-08,TRUE,-0.9618298,-1,"DOWN"
10340,"DPYD",1.513193e-09,1.22340559580028e-08,TRUE,-1.461957,-1,"DOWN"
10576,"PDE3B",1.513193e-09,1.22340559580028e-08,TRUE,-1.259911,-1,"DOWN"
10711,"LILRA5",1.513193e-09,1.22340559580028e-08,TRUE,-2.808269,-1,"DOWN"
10845,"BTN3A2",1.513193e-09,1.22340559580028e-08,TRUE,-1.194947,-1,"DOWN"
11497,"TRIM34",1.513193e-09,1.22340559580028e-08,TRUE,-1.156692,-1,"DOWN"
11565,"TMSB4X",1.513193e-09,1.22340559580028e-08,TRUE,-1.250008,-1,"DOWN"
11775,"ATXN7L3",1.512862e-09,1.22340559580028e-08,TRUE,0.656521,-1,"UP"
11777,"GPR89A",1.513193e-09,1.22340559580028e-08,TRUE,0.75854,-1,"UP"
12274,"CRABP2",1.513193e-09,1.22340559580028e-08,TRUE,3.815748,1,"UP"
12392,"ACSL5",1.513193e-09,1.22340559580028e-08,TRUE,-1.906614,-1,"DOWN"
12907,"IMP4",1.513193e-09,1.22340559580028e-08,TRUE,0.8781279,-1,"UP"
13005,"SLC31A2",1.513193e-09,1.22340559580028e-08,TRUE,-1.506656,-1,"DOWN"
13867,"FIGNL1",1.513193e-09,1.22340559580028e-08,TRUE,1.84593,1,"UP"
14639,"CD101",1.513193e-09,1.22340559580028e-08,TRUE,-2.469469,-1,"DOWN"
14662,"PTGFRN",1.513193e-09,1.22340559580028e-08,TRUE,2.207431,1,"UP"
15681,"TBXA2R",1.513193e-09,1.22340559580028e-08,TRUE,-1.546458,-1,"DOWN"
15743,"AP2M1",1.513193e-09,1.22340559580028e-08,TRUE,0.9444885,-1,"UP"
16072,"EGLN3",1.513193e-09,1.22340559580028e-08,TRUE,3.176395,1,"UP"
16185,"ADAMTSL3",1.513193e-09,1.22340559580028e-08,TRUE,-2.530919,-1,"DOWN"
16653,"PIFO",1.513193e-09,1.22340559580028e-08,TRUE,-2.792164,-1,"DOWN"
17029,"GBP3",1.513193e-09,1.22340559580028e-08,TRUE,-1.24356,-1,"DOWN"
7375,"WASF1",1.560285e-09,1.25912891988822e-08,TRUE,2.434293,1,"UP"
8748,"G2E3",1.560285e-09,1.25912891988822e-08,TRUE,0.9842004,-1,"UP"
9936,"DEFA1",1.560285e-09,1.25912891988822e-08,TRUE,-4.525622,-1,"DOWN"
14189,"NECAP2",1.560285e-09,1.25912891988822e-08,TRUE,-0.7089085,-1,"DOWN"
108,"CEACAM21",1.606107e-09,1.26171607688123e-08,TRUE,-2.409239,-1,"DOWN"
550,"RHBDD3",1.606456e-09,1.26171607688123e-08,TRUE,1.073911,-1,"UP"
786,"LSR",1.606107e-09,1.26171607688123e-08,TRUE,1.271538,-1,"UP"
820,"DSN1",1.606456e-09,1.26171607688123e-08,TRUE,1.296965,-1,"UP"
842,"PLEKHN1",1.606456e-09,1.26171607688123e-08,TRUE,2.671492,1,"UP"
1080,"GPC2",1.606456e-09,1.26171607688123e-08,TRUE,2.91654,1,"UP"
1446,"PSMG3",1.606456e-09,1.26171607688123e-08,TRUE,1.371224,-1,"UP"
1640,"IGF2BP3",1.606456e-09,1.26171607688123e-08,TRUE,3.898036,1,"UP"
1835,"CBX8",1.606456e-09,1.26171607688123e-08,TRUE,1.107355,-1,"UP"
2875,"SH2D4B",1.606456e-09,1.26171607688123e-08,TRUE,-2.879028,-1,"DOWN"
2971,"OLFML3",1.606456e-09,1.26171607688123e-08,TRUE,-1.260228,-1,"DOWN"
3012,"TDG",1.606456e-09,1.26171607688123e-08,TRUE,1.011382,-1,"UP"
3453,"LY6K",1.606456e-09,1.26171607688123e-08,TRUE,4.351789,1,"UP"
4177,"PYCRL",1.606456e-09,1.26171607688123e-08,TRUE,1.244944,-1,"UP"
4218,"IL7R",1.606456e-09,1.26171607688123e-08,TRUE,-2.138243,-1,"DOWN"
4388,"MYD88",1.606456e-09,1.26171607688123e-08,TRUE,-1.016481,-1,"DOWN"
4461,"IGSF6",1.606456e-09,1.26171607688123e-08,TRUE,-1.724589,-1,"DOWN"
4505,"ATP6V0D1",1.606456e-09,1.26171607688123e-08,TRUE,-0.9193739,-1,"DOWN"
4593,"BAIAP2L2",1.606456e-09,1.26171607688123e-08,TRUE,3.557584,1,"UP"
4745,"HN1L",1.606456e-09,1.26171607688123e-08,TRUE,1.214649,-1,"UP"
5042,"PA2G4",1.606456e-09,1.26171607688123e-08,TRUE,0.9047571,-1,"UP"
5411,"GPR87",1.606456e-09,1.26171607688123e-08,TRUE,6.191133,1,"UP"
5418,"ACBD6",1.606456e-09,1.26171607688123e-08,TRUE,0.7696493,-1,"UP"
5544,"GNB1L",1.606456e-09,1.26171607688123e-08,TRUE,1.272438,-1,"UP"
6154,"KCNJ8",1.606456e-09,1.26171607688123e-08,TRUE,-1.863964,-1,"DOWN"
6482,"ALDH1A2",1.606456e-09,1.26171607688123e-08,TRUE,-2.590406,-1,"DOWN"
6536,"ZNF441",1.606456e-09,1.26171607688123e-08,TRUE,-1.334442,-1,"DOWN"
7267,"TBL1XR1",1.606456e-09,1.26171607688123e-08,TRUE,1.413448,-1,"UP"
7516,"ALDH3B2",1.606456e-09,1.26171607688123e-08,TRUE,4.650306,1,"UP"
7615,"LGI4",1.606456e-09,1.26171607688123e-08,TRUE,-2.233484,-1,"DOWN"
7994,"ARHGEF26",1.606456e-09,1.26171607688123e-08,TRUE,-1.855974,-1,"DOWN"
8077,"FAT4",1.606456e-09,1.26171607688123e-08,TRUE,-2.013261,-1,"DOWN"
8233,"SENP5",1.606456e-09,1.26171607688123e-08,TRUE,1.145259,-1,"UP"
8502,"ISY1",1.606107e-09,1.26171607688123e-08,TRUE,0.7361565,-1,"UP"
8616,"PDIA6",1.606456e-09,1.26171607688123e-08,TRUE,1.104288,-1,"UP"
8937,"NCF2",1.606456e-09,1.26171607688123e-08,TRUE,-1.716047,-1,"DOWN"
9534,"LAIR1",1.606456e-09,1.26171607688123e-08,TRUE,-1.776926,-1,"DOWN"
9638,"NUP62",1.606456e-09,1.26171607688123e-08,TRUE,0.887457,-1,"UP"
9673,"PSMD12",1.606456e-09,1.26171607688123e-08,TRUE,0.9287056,-1,"UP"
11207,"RAB3B",1.606456e-09,1.26171607688123e-08,TRUE,5.035227,1,"UP"
11441,"SMS",1.606456e-09,1.26171607688123e-08,TRUE,1.217938,-1,"UP"
11743,"PTGDR2",1.606456e-09,1.26171607688123e-08,TRUE,-2.324616,-1,"DOWN"
11749,"DDR1",1.606456e-09,1.26171607688123e-08,TRUE,1.435118,-1,"UP"
12962,"STK33",1.606456e-09,1.26171607688123e-08,TRUE,-1.661344,-1,"DOWN"
13083,"SMCO2",1.606456e-09,1.26171607688123e-08,TRUE,3.196337,1,"UP"
13219,"TGM2",1.606456e-09,1.26171607688123e-08,TRUE,-2.002866,-1,"DOWN"
13377,"TAF2",1.606456e-09,1.26171607688123e-08,TRUE,0.8581063,-1,"UP"
13708,"BCL11A",1.606456e-09,1.26171607688123e-08,TRUE,2.683076,1,"UP"
14021,"PSMC4",1.606456e-09,1.26171607688123e-08,TRUE,1.039826,-1,"UP"
14079,"SULT1A4",1.606456e-09,1.26171607688123e-08,TRUE,-1.429903,-1,"DOWN"
14414,"RDM1",1.606456e-09,1.26171607688123e-08,TRUE,3.633318,1,"UP"
14464,"LRRC25",1.606456e-09,1.26171607688123e-08,TRUE,-1.483021,-1,"DOWN"
15427,"ADD1",1.606456e-09,1.26171607688123e-08,TRUE,-0.8429952,-1,"DOWN"
15660,"LAMA2",1.606456e-09,1.26171607688123e-08,TRUE,-1.501077,-1,"DOWN"
15784,"WDFY4",1.606456e-09,1.26171607688123e-08,TRUE,-1.838085,-1,"DOWN"
16013,"MPEG1",1.606456e-09,1.26171607688123e-08,TRUE,-1.654202,-1,"DOWN"
16213,"CCDC102B",1.606456e-09,1.26171607688123e-08,TRUE,-1.471905,-1,"DOWN"
16364,"ASNS",1.606456e-09,1.26171607688123e-08,TRUE,2.062532,1,"UP"
17162,"HRAS",1.606456e-09,1.26171607688123e-08,TRUE,0.986934,-1,"UP"
4577,"ABTB1",1.659389e-09,1.29975469321881e-08,TRUE,-1.101267,-1,"DOWN"
7080,"TMPRSS11D",1.659389e-09,1.29975469321881e-08,TRUE,7.020523,1,"UP"
7532,"AQP9",1.659389e-09,1.29975469321881e-08,TRUE,-2.179878,-1,"DOWN"
7890,"ITPRIP",1.659389e-09,1.29975469321881e-08,TRUE,-0.9896789,-1,"DOWN"
8734,"COIL",1.659389e-09,1.29975469321881e-08,TRUE,0.7648589,-1,"UP"
17070,"CLEC10A",1.659389e-09,1.29975469321881e-08,TRUE,-2.038453,-1,"DOWN"
627,"PALMD",1.705312e-09,1.30159628687225e-08,TRUE,-1.624547,-1,"DOWN"
723,"ZNF695",1.705312e-09,1.30159628687225e-08,TRUE,5.511921,1,"UP"
764,"FAM181B",1.705312e-09,1.30159628687225e-08,TRUE,3.763348,1,"UP"
940,"RASA4B",1.705312e-09,1.30159628687225e-08,TRUE,-1.240807,-1,"DOWN"
1891,"FAM174A",1.705312e-09,1.30159628687225e-08,TRUE,-0.967631,-1,"DOWN"
2190,"GPT2",1.705312e-09,1.30159628687225e-08,TRUE,2.524165,1,"UP"
2256,"TPRKB",1.705312e-09,1.30159628687225e-08,TRUE,0.8945688,-1,"UP"
2299,"RPN2",1.705312e-09,1.30159628687225e-08,TRUE,0.7470241,-1,"UP"
3567,"SNED1",1.705312e-09,1.30159628687225e-08,TRUE,-1.3832,-1,"DOWN"
4148,"SYTL3",1.705312e-09,1.30159628687225e-08,TRUE,-1.27335,-1,"DOWN"
4704,"JUND",1.705312e-09,1.30159628687225e-08,TRUE,-1.812964,-1,"DOWN"
4776,"UBB",1.705312e-09,1.30159628687225e-08,TRUE,-0.7292705,-1,"DOWN"
4817,"SYBU",1.705312e-09,1.30159628687225e-08,TRUE,-1.928937,-1,"DOWN"
4834,"GDNF",1.704943e-09,1.30159628687225e-08,TRUE,4.460939,1,"UP"
4950,"C7orf41",1.705312e-09,1.30159628687225e-08,TRUE,-1.410659,-1,"DOWN"
5183,"NR5A2",1.705312e-09,1.30159628687225e-08,TRUE,-2.45639,-1,"DOWN"
5337,"ARC",1.705312e-09,1.30159628687225e-08,TRUE,-3.035874,-1,"DOWN"
5389,"CDK15",1.705312e-09,1.30159628687225e-08,TRUE,-1.851181,-1,"DOWN"
5937,"HOXA5",1.705312e-09,1.30159628687225e-08,TRUE,-1.933488,-1,"DOWN"
6450,"LY6G5C",1.705312e-09,1.30159628687225e-08,TRUE,-1.161367,-1,"DOWN"
6516,"JMJD1C",1.705312e-09,1.30159628687225e-08,TRUE,-1.047954,-1,"DOWN"
6906,"RCCD1",1.705312e-09,1.30159628687225e-08,TRUE,1.535367,1,"UP"
7084,"RFC3",1.705312e-09,1.30159628687225e-08,TRUE,1.359956,-1,"UP"
7657,"CA9",1.705312e-09,1.30159628687225e-08,TRUE,6.273873,1,"UP"
7869,"UBE2O",1.705312e-09,1.30159628687225e-08,TRUE,0.8987433,-1,"UP"
7920,"WDR72",1.705312e-09,1.30159628687225e-08,TRUE,5.023081,1,"UP"
8388,"EVI5",1.705312e-09,1.30159628687225e-08,TRUE,-0.933339,-1,"DOWN"
8420,"COL10A1",1.705312e-09,1.30159628687225e-08,TRUE,3.848973,1,"UP"
8546,"PC",1.705312e-09,1.30159628687225e-08,TRUE,1.650773,1,"UP"
8844,"SNX20",1.705312e-09,1.30159628687225e-08,TRUE,-1.451026,-1,"DOWN"
9077,"KCTD10",1.705312e-09,1.30159628687225e-08,TRUE,-0.7191702,-1,"DOWN"
9257,"PRRG1",1.705312e-09,1.30159628687225e-08,TRUE,-1.238906,-1,"DOWN"
9623,"METTL2A",1.705312e-09,1.30159628687225e-08,TRUE,0.8263425,-1,"UP"
9654,"ACP5",1.705312e-09,1.30159628687225e-08,TRUE,-1.949093,-1,"DOWN"
10002,"C1orf168",1.705312e-09,1.30159628687225e-08,TRUE,-2.834367,-1,"DOWN"
10104,"SDR16C5",1.705312e-09,1.30159628687225e-08,TRUE,-1.940404,-1,"DOWN"
10852,"UQCRH",1.705312e-09,1.30159628687225e-08,TRUE,0.9920965,-1,"UP"
11282,"LYST",1.705312e-09,1.30159628687225e-08,TRUE,-0.9665761,-1,"DOWN"
11446,"MGRN1",1.705312e-09,1.30159628687225e-08,TRUE,-0.9169962,-1,"DOWN"
11555,"CECR5",1.705312e-09,1.30159628687225e-08,TRUE,1.068739,-1,"UP"
11715,"TRPC6",1.705312e-09,1.30159628687225e-08,TRUE,-2.021445,-1,"DOWN"
12625,"PYGO2",1.705312e-09,1.30159628687225e-08,TRUE,0.7041967,-1,"UP"
12977,"ISG20L2",1.705312e-09,1.30159628687225e-08,TRUE,0.8062119,-1,"UP"
13113,"TCEAL1",1.705312e-09,1.30159628687225e-08,TRUE,-1.097336,-1,"DOWN"
13297,"EIF2AK1",1.705312e-09,1.30159628687225e-08,TRUE,0.7429689,-1,"UP"
13353,"PDCL3",1.704943e-09,1.30159628687225e-08,TRUE,0.7069012,-1,"UP"
13909,"WSB1",1.705312e-09,1.30159628687225e-08,TRUE,-0.9697904,-1,"DOWN"
13966,"LPCAT1",1.705312e-09,1.30159628687225e-08,TRUE,-1.940496,-1,"DOWN"
14224,"PCDHA12",1.705312e-09,1.30159628687225e-08,TRUE,-2.936407,-1,"DOWN"
14758,"KRT6C",1.683582e-09,1.30159628687225e-08,TRUE,8.088707,1,"UP"
14759,"COL17A1",1.705312e-09,1.30159628687225e-08,TRUE,6.008366,1,"UP"
14787,"CBX1",1.705312e-09,1.30159628687225e-08,TRUE,1.195451,-1,"UP"
14958,"NNMT",1.705312e-09,1.30159628687225e-08,TRUE,-1.628719,-1,"DOWN"
15073,"MED11",1.705312e-09,1.30159628687225e-08,TRUE,-0.8996835,-1,"DOWN"
15556,"ILF3",1.705312e-09,1.30159628687225e-08,TRUE,0.7630211,-1,"UP"
16594,"NCF1",1.705312e-09,1.30159628687225e-08,TRUE,-1.72819,-1,"DOWN"
16686,"NME1-NME2",1.705312e-09,1.30159628687225e-08,TRUE,1.183608,-1,"UP"
17061,"HIP1",1.705312e-09,1.30159628687225e-08,TRUE,-1.127686,-1,"DOWN"
910,"DSC1",1.763806e-09,1.34095412903509e-08,TRUE,5.731651,1,"UP"
5143,"EPB41L4A",1.764617e-09,1.34095412903509e-08,TRUE,-1.467438,-1,"DOWN"
6005,"WDR18",1.764617e-09,1.34095412903509e-08,TRUE,0.8232424,-1,"UP"
7274,"CCT2",1.764617e-09,1.34095412903509e-08,TRUE,0.8271807,-1,"UP"
10721,"ZNF367",1.764617e-09,1.34095412903509e-08,TRUE,2.188579,1,"UP"
13647,"PLAGL1",1.764617e-09,1.34095412903509e-08,TRUE,-1.097527,-1,"DOWN"
15232,"DLX1",1.764617e-09,1.34095412903509e-08,TRUE,6.167364,1,"UP"
15754,"DDX39A",1.764617e-09,1.34095412903509e-08,TRUE,1.272032,-1,"UP"
15970,"DNAJC21",1.764617e-09,1.34095412903509e-08,TRUE,0.7610257,-1,"UP"
17240,"SCRIB",1.764617e-09,1.34095412903509e-08,TRUE,1.117508,-1,"UP"
158,"LY86",1.810088e-09,1.34714710859107e-08,TRUE,-2.297333,-1,"DOWN"
241,"PDE2A",1.810088e-09,1.34714710859107e-08,TRUE,-2.400231,-1,"DOWN"
854,"MLH1",1.809696e-09,1.34714710859107e-08,TRUE,-0.4608326,-1,"NO"
1441,"XPC",1.810088e-09,1.34714710859107e-08,TRUE,-1.043213,-1,"DOWN"
2738,"PLAU",1.810088e-09,1.34714710859107e-08,TRUE,2.616762,1,"UP"
2857,"KIAA1683",1.810088e-09,1.34714710859107e-08,TRUE,-2.653297,-1,"DOWN"
3064,"RNF168",1.810088e-09,1.34714710859107e-08,TRUE,1.506494,1,"UP"
4178,"NOL11",1.809696e-09,1.34714710859107e-08,TRUE,0.9043145,-1,"UP"
4934,"IL5RA",1.810088e-09,1.34714710859107e-08,TRUE,-2.034186,-1,"DOWN"
4973,"FCGR3A",1.810088e-09,1.34714710859107e-08,TRUE,-1.775864,-1,"DOWN"
5072,"HSD11B1",1.810088e-09,1.34714710859107e-08,TRUE,-1.630636,-1,"DOWN"
5079,"DBF4B",1.810088e-09,1.34714710859107e-08,TRUE,1.390629,-1,"UP"
5323,"AP000322.54",1.810088e-09,1.34714710859107e-08,TRUE,-1.326187,-1,"DOWN"
5412,"CNN1",1.810088e-09,1.34714710859107e-08,TRUE,-1.939254,-1,"DOWN"
5998,"AP000769.1",1.810088e-09,1.34714710859107e-08,TRUE,2.496767,1,"UP"
6564,"C1QA",1.810088e-09,1.34714710859107e-08,TRUE,-1.917962,-1,"DOWN"
7693,"C6",1.810088e-09,1.34714710859107e-08,TRUE,-3.559682,-1,"DOWN"
8010,"HNRNPA3",1.810088e-09,1.34714710859107e-08,TRUE,0.8905756,-1,"UP"
8878,"TMEM63B",1.810088e-09,1.34714710859107e-08,TRUE,-0.8690569,-1,"DOWN"
8896,"PLD1",1.810088e-09,1.34714710859107e-08,TRUE,2.403729,1,"UP"
9239,"HR",1.810088e-09,1.34714710859107e-08,TRUE,3.492964,1,"UP"
9594,"CALML5",1.793287e-09,1.34714710859107e-08,TRUE,7.977315,1,"UP"
9769,"GPC1",1.810088e-09,1.34714710859107e-08,TRUE,2.589615,1,"UP"
9954,"PGPEP1",1.810088e-09,1.34714710859107e-08,TRUE,-1.003533,-1,"DOWN"
10376,"EPB41L2",1.810088e-09,1.34714710859107e-08,TRUE,-1.361677,-1,"DOWN"
10378,"TMEM106C",1.810088e-09,1.34714710859107e-08,TRUE,1.089726,-1,"UP"
10637,"AC008948.1",1.810088e-09,1.34714710859107e-08,TRUE,-2.27134,-1,"DOWN"
11188,"CYB5R3",1.810088e-09,1.34714710859107e-08,TRUE,-0.773712,-1,"DOWN"
11359,"PLXNB3",1.810088e-09,1.34714710859107e-08,TRUE,2.77938,1,"UP"
11372,"CKMT2",1.810088e-09,1.34714710859107e-08,TRUE,-1.744193,-1,"DOWN"
11471,"MRPL47",1.810088e-09,1.34714710859107e-08,TRUE,1.452813,-1,"UP"
11698,"DSTN",1.810088e-09,1.34714710859107e-08,TRUE,-0.7905077,-1,"DOWN"
12215,"ACAD9",1.810088e-09,1.34714710859107e-08,TRUE,0.5745134,-1,"NO"
12440,"PRPF40A",1.810088e-09,1.34714710859107e-08,TRUE,0.7568057,-1,"UP"
12598,"SLC5A12",1.809696e-09,1.34714710859107e-08,TRUE,5.346112,1,"UP"
12834,"DCSTAMP",1.810088e-09,1.34714710859107e-08,TRUE,-2.33391,-1,"DOWN"
13274,"TFB2M",1.810088e-09,1.34714710859107e-08,TRUE,1.11176,-1,"UP"
13811,"PFN2",1.810088e-09,1.34714710859107e-08,TRUE,2.489707,1,"UP"
14885,"AGPAT2",1.810088e-09,1.34714710859107e-08,TRUE,-1.030181,-1,"DOWN"
15013,"HPN",1.810088e-09,1.34714710859107e-08,TRUE,-2.002032,-1,"DOWN"
15183,"GPR115",1.810088e-09,1.34714710859107e-08,TRUE,5.108744,1,"UP"
16194,"ITGA1",1.810088e-09,1.34714710859107e-08,TRUE,-1.733057,-1,"DOWN"
16331,"SLCO4C1",1.810088e-09,1.34714710859107e-08,TRUE,-2.21843,-1,"DOWN"
16354,"DDX10",1.810088e-09,1.34714710859107e-08,TRUE,0.9698991,-1,"UP"
16450,"TLR2",1.810088e-09,1.34714710859107e-08,TRUE,-1.371241,-1,"DOWN"
16708,"TRAP1",1.810088e-09,1.34714710859107e-08,TRUE,1.103687,-1,"UP"
16952,"MYO1B",1.809696e-09,1.34714710859107e-08,TRUE,-0.9505053,-1,"DOWN"
17132,"NR4A3",1.810088e-09,1.34714710859107e-08,TRUE,-2.65624,-1,"DOWN"
10673,"KLKB1",1.864399e-09,1.38697196539287e-08,TRUE,-2.060031,-1,"DOWN"
596,"ST14",1.876337e-09,1.39107466247326e-08,TRUE,1.265869,-1,"UP"
677,"NKX3-2",1.876337e-09,1.39107466247326e-08,TRUE,4.684467,1,"UP"
2867,"TCF24",1.876337e-09,1.39107466247326e-08,TRUE,3.861764,1,"UP"
8103,"TAF1A",1.876337e-09,1.39107466247326e-08,TRUE,0.9935691,-1,"UP"
8901,"ZFYVE16",1.876337e-09,1.39107466247326e-08,TRUE,-0.7183145,-1,"DOWN"
10466,"RNF166",1.876337e-09,1.39107466247326e-08,TRUE,-0.8105503,-1,"DOWN"
12111,"FEM1C",1.876337e-09,1.39107466247326e-08,TRUE,-0.9631206,-1,"DOWN"
14778,"HMGA2",1.876337e-09,1.39107466247326e-08,TRUE,6.382354,1,"UP"
384,"PIGU",1.921125e-09,1.39795933431331e-08,TRUE,0.8166674,-1,"UP"
788,"PCDH17",1.921125e-09,1.39795933431331e-08,TRUE,-1.955457,-1,"DOWN"
986,"PKP1",1.921125e-09,1.39795933431331e-08,TRUE,5.811068,1,"UP"
1126,"NLE1",1.921125e-09,1.39795933431331e-08,TRUE,1.04255,-1,"UP"
1149,"HOXB9",1.920711e-09,1.39795933431331e-08,TRUE,7.606102,1,"UP"
1214,"TOP1MT",1.921125e-09,1.39795933431331e-08,TRUE,1.278418,-1,"UP"
1503,"HSD17B13",1.921125e-09,1.39795933431331e-08,TRUE,-3.555206,-1,"DOWN"
1935,"LSM4",1.921125e-09,1.39795933431331e-08,TRUE,1.062506,-1,"UP"
2136,"SLIT2",1.921125e-09,1.39795933431331e-08,TRUE,-2.249731,-1,"DOWN"
2724,"CC2D2B",1.920711e-09,1.39795933431331e-08,TRUE,-1.904112,-1,"DOWN"
2758,"CTHRC1",1.921125e-09,1.39795933431331e-08,TRUE,2.934019,1,"UP"
2814,"RYBP",1.921125e-09,1.39795933431331e-08,TRUE,-0.8844305,-1,"DOWN"
2927,"CLEC4D",1.921125e-09,1.39795933431331e-08,TRUE,-2.319766,-1,"DOWN"
3401,"C10orf105",1.921125e-09,1.39795933431331e-08,TRUE,-2.055937,-1,"DOWN"
4020,"ENAM",1.920711e-09,1.39795933431331e-08,TRUE,-2.669356,-1,"DOWN"
4104,"EMR3",1.921125e-09,1.39795933431331e-08,TRUE,-3.27862,-1,"DOWN"
4849,"PGM2",1.921125e-09,1.39795933431331e-08,TRUE,1.259403,-1,"UP"
5848,"MPP1",1.921125e-09,1.39795933431331e-08,TRUE,-1.237968,-1,"DOWN"
5859,"CSNK1G1",1.921125e-09,1.39795933431331e-08,TRUE,0.6433609,-1,"UP"
6265,"GABRQ",1.910878e-09,1.39795933431331e-08,TRUE,6.147967,1,"UP"
6511,"TMEM65",1.921125e-09,1.39795933431331e-08,TRUE,0.9545524,-1,"UP"
6671,"ZNF429",1.921125e-09,1.39795933431331e-08,TRUE,-1.146392,-1,"DOWN"
6894,"MRPL36",1.921125e-09,1.39795933431331e-08,TRUE,1.470735,-1,"UP"
6993,"SAMSN1",1.921125e-09,1.39795933431331e-08,TRUE,-1.567604,-1,"DOWN"
7351,"IL10RA",1.921125e-09,1.39795933431331e-08,TRUE,-1.421462,-1,"DOWN"
7401,"CKMT1B",1.921125e-09,1.39795933431331e-08,TRUE,4.011743,1,"UP"
9115,"NOP56",1.921125e-09,1.39795933431331e-08,TRUE,1.499971,-1,"UP"
11486,"CTB-50L17.14",1.921125e-09,1.39795933431331e-08,TRUE,-1.852025,-1,"DOWN"
11707,"OTUB2",1.921125e-09,1.39795933431331e-08,TRUE,1.498497,-1,"UP"
12118,"MYO9A",1.921125e-09,1.39795933431331e-08,TRUE,-1.012366,-1,"DOWN"
12163,"PROM2",1.921125e-09,1.39795933431331e-08,TRUE,2.988298,1,"UP"
12741,"CDO1",1.921125e-09,1.39795933431331e-08,TRUE,-2.776384,-1,"DOWN"
12796,"APLP2",1.921125e-09,1.39795933431331e-08,TRUE,-1.017493,-1,"DOWN"
12949,"ADAM12",1.921125e-09,1.39795933431331e-08,TRUE,2.981914,1,"UP"
13096,"KLF15",1.921125e-09,1.39795933431331e-08,TRUE,-2.440501,-1,"DOWN"
13530,"NRP1",1.921125e-09,1.39795933431331e-08,TRUE,-1.411884,-1,"DOWN"
13879,"CAMK2A",1.920711e-09,1.39795933431331e-08,TRUE,-1.898136,-1,"DOWN"
15316,"VASH1",1.921125e-09,1.39795933431331e-08,TRUE,-1.547926,-1,"DOWN"
15346,"SLC26A9",1.921125e-09,1.39795933431331e-08,TRUE,-2.95388,-1,"DOWN"
15402,"CCR1",1.921125e-09,1.39795933431331e-08,TRUE,-1.718754,-1,"DOWN"
15989,"VPS13C",1.921125e-09,1.39795933431331e-08,TRUE,-0.8141056,-1,"DOWN"
16151,"DNMT3A",1.921125e-09,1.39795933431331e-08,TRUE,1.144221,-1,"UP"
16875,"NISCH",1.921125e-09,1.39795933431331e-08,TRUE,-0.9066254,-1,"DOWN"
17150,"PDRG1",1.921125e-09,1.39795933431331e-08,TRUE,0.9185959,-1,"UP"
2213,"OSCP1",1.994938e-09,1.44741607152429e-08,TRUE,-1.497139,-1,"DOWN"
4478,"C10orf95",1.994938e-09,1.44741607152429e-08,TRUE,-2.408637,-1,"DOWN"
6566,"SLC39A6",1.994938e-09,1.44741607152429e-08,TRUE,1.214537,-1,"UP"
7826,"FOXE1",1.994938e-09,1.44741607152429e-08,TRUE,7.490383,1,"UP"
10593,"GCA",1.994938e-09,1.44741607152429e-08,TRUE,-1.191346,-1,"DOWN"
